리뷰,평점,라벨링
맛있어요.,5,1
"이제 조각 피자는 안하지만 맛있었어요
라자냐 새우 비린내가 안났어요 맛있었어요",5,1
첫 방문입니다. 온라인으로 알아보고 왔는데~생각보다 더 만족이네옹~분위기도 맛도 굿,5,1
관광지 맛집으로 대기시간 있고 맛은 보통 순대국이나 냉면 8천원 아바이순대나 오징어순대 소 12000원 고등학생 같은데 알바생들은 착함,4,1
맛있어요,5,1
"그냥 그래요.
한번쯤 들러도 괜찮은듯~",4,1
강아지 동반은 룸으로 줘서 편하고 너무 좋아요🐶,5,1
처음와봤는데 시킨 메뉴 다 맛있어용 ㅠㅠ,5,1
소주를 부르는 최고의 맛~~!,5,1
맛나요,4,1
"경치도 너무 좋고, 라면이랑 볶음밥도 맛있어요!
오늘 하루종일 여기서 뒹굴뒹굴 하다가 갈거예요 😊👍
신간도 많고, 책 관리도 잘하시는거 같아요! 올때마다 깨끗하다는 느낌을 받고 가요!",5,1
"일찍 도착한 제주 
아침 먹으러간  추천맛집
고사리 해장국 개인적으론 댸기표 받으며 먹을정도는 아녔음",3,0
"아침식사할수 있는곳~
대기있음  음식은 금방나옴",4,1
그리스 음식은 처음인데 맛있었어요! 먹다보니 양이 많네요 배부르게 먹었습니다~,5,1
개인적으로 애견동반식당 중에서 가장 맛있고 깔끔하고 용품구비도 잘되어있어서 멀어도 꼭 여기로 와요 올때마다 너무 만족하네요..잘먹고갑니다! ,5,1
겁나맛있네영 ㅎㅎ ㅇㅈㅇㅈ 닭갈비 존맛,5,1
크로와상도 생각보다 맛있고 인절미 브레드도 괜찮아요! 제주 마농바게트는 진짜 꼭 드셔봐야합니다!!! 매력적인 마늘바게트맛! 빵집근처에 가시면 빵냄새가 진짜 진동을 합니다ㅋㅋ,5,1
뇸뇸,4,1
짱~~,5,1
완전강추해요,5,1
좋아요~,3.5,0
좌석이 불편한거 빼면 괜춘!,3,0
아보카도명란 맛잇어요 ㅎㅎㅎ단무지 없지만 명란때문에 밸런스 잘맞아요 ㅎㅎㅎ,5,1
너무 맛있게 잘 먹었어요^^ ,5,1
정말 맛있어요 엄지척👍,5,1
"조개구이 소스가 어찌나 맛있던지
갈비맛도  수준이상이었고  바다보면서 먹을수 있어서  더좋았어요",5,1
"고기국수 8000원이에요!
공항근처라 먹고 갔는데.,
깔끔해요",5,1
그냥최고 그냥 마늘빵세계최고 커피도맛잇어요 매일가는집ㅎㅎ,5,1
넘 맛있어요~특히 소스에 밥비벼 먹으니 최고!!직원들도 넘 친절해요^^예약은 필수!!,5,1
"에근인헬 너무맛있어요.
빵추가해서 바닥까지먹었어요.",5,1
창밖 뷰도 좋고 음식도 깔끔합니다. 직원분들이 친절하세요!,5,1
맛있어요,3,0
"빼빼로데이 가래떡과 꿀 조합 준비한 볼썸의 센스^^ 친절한 쉐프님의 추천메뉴 “밸런스 인더 볼” 풍부한 갈릭향과 요거트?소스 환상궁합
오늘도 잘 먹고 갑니다~",5,1
연예인들 사인이 벽면에 가득합니다 갈비찜 먹었어요 달짝지근하고 적당히 먹을만 합니다 2명이서 소짜 시켰는데 양이 부족하진않고 적당했어요,4,1
"완전 맛있어용!!! 원래 회 정말 좋아하는데 삼합 최고 맛나여ㅜㅜ 못먹어본 맛ㅠㅠ
다음에 또 올게요~ 잘 먹었습니다!!",5,1
새로운 경험이었습니다. 마리조아 사시미랑 육회 그리고 샤브샤브 좋았습니다.,5,1
친절하지 못 한 거 같아요. 먹는 도중에 옆 쪽 테이블에서 먹다가 뭐가 나왔는지 옆 쪽에서 얘기하는데 사과도 안 하고 그냥 다시 해주겠다고만 하더라고요. 다시는 안 가고 싶어요. 가더라도 다른 점 갈래요,2,0
"와인과 애완동물 동반 가능해서 넘 좋고요. 네이버 예약하니 김치찌개 주셨는데 라면사리 넣어 먹었는데 단짠 김치라면이 되서 넘 좋았습니다. 흑돼지도 목살도 오겹도 다 맛났고 김치랑 쌈야채, 모두 좋았습니다 ^^ 사장님 친절하게 해주셔서 
감사합니다!",5,1
ㅈㆍㅎ습니다,5,1
가성비 좋아요,3,0
크림이 점점 꾸덕해지는 느낌이...ㅠ,3,0
맛있어요,5,1
마늘버게트 존맛,4.5,1
지난번 너무 맛있게 먹어 재방문인데 오늘도 잘먹고 갑니다.  담에 또 와야지  ㅋ. ,5,1
기다려서도 먹을수 있어요. 맛집 인정.,5,1
"테라로사 분위기조 좋고 커피 맛도 좋습니다!
그리고 다양한 굿즈나 원두도 살 수 있어서 집에서도 테라로사 커피를 즐길 수 있습니다.",4,1
갈때마다 밝고 친절하신 사장님~점심때 머스탱타고 세트포장해갔던 커플입니당ㅎ 역시나 이번에도 맛있게 잘먹었구요 다음에 속초갈때 또 독도네가러 강릉 들르겠습니다^^,5,1
구우우우우우우ㅜ우웃,4.5,1
"산방산 유일무이 카페 원앤온리
닉값 제대로 👏🏻",5,1
다들 친절하시고 맛있어요,5,1
가성비굿,3,0
빵 너무 맛있어요~,5,1
아직도 여기 모르시는분있나요? 고민말고 꼭 가세요 ㅋㅋㅋㅋ,5,1
"룽기피자 맛있었고 오이스터도 맛있었어용  양도 많네요 ㅎㅎ 둘이서 먹기 배불렀어요 오이스터 훈제향에 크림맛 진하고 맛있는데 약간 매워요ㅎㅎ  매장이 약간 협소해서 인기가 많은데  
웨이팅이 길어서 조금 아쉽 ㅜㅜ",4,1
"좋은 분위기에서 정말 맛나게 잘~먹었습니다~^^
다음에 또 가고 싶어요~ㅎㅎ",5,1
"코스별로 다양하게 먹을 수 있어서 좋았음. 
말고기 처음이였는데 사장님이 어떻게 먹어야 맛있게 먹는지 설명해주심. 굿굿",5,1
일주일 후에 또 방문했어요!!! ㅋㅋㅋㅋㅋ오늘은 드디어 핫치킨 로제를 먹어봤어요! 토마토가 가득 가득 있었고 매콤하니 맛있었어요!! 그래도 저의 파스타 최고봉은 바질 크림 파스타로 탕탕탕💚💚💚 바질이 진짜 최고 입니다 꼭 드셔보세요!!!!!!+가츠산도💛💛💛👍🏻👍🏻👍🏻,5,1
굿,4.5,1
식당은 건물 내 3층에 위치하고 있어요 항상 들리면 인원은 꽉 차 있어요 식당 내부는 좀 시끄러운 편이라  조용히 드시고 싶은 분은 붐비는 시간대를 피해서 가셔야 좋아요,3.5,0
간단히 브런치하기 좋은 카페,4,1
곱창 먹고싶을때마다 갑니다~~구이랑 전골 세트로 먹을 수 있어서 좋아요! 직원분들이랑 사장님도 친절하시고 맛있어요~! 백김치도 구워드셔보세요!!!! 조만간 또 갈거같네요!,5,1
카페 분위기 좋아요 ㅎㅎㅎㅎ,5,1
"불금엔 역시 피자죠 ㅋㅋ
피자에 맥주까지 잘 먹고왔어요 ㅎㅎ",5,1
물회 육수가 맛나요,5,1
"곱창이 갑자기 땡겨서 방문했는데, 오랜만에 만족스러운 식사를 하고 왔네요❤️",5,1
인테리어가 카페같은 느낌.  맛도 좋았습니다,4,1
"해물이랑고기랑 모두신선하고 굽어주시네요
맛있어요 직원분들도 친절하세요",5,1
맛2,5,1
아니 너무 친절하세요ㅠㅠ 혼자왔는데 정말 잘챙겨주셔서 감동ㅠㅠ면접보러가기전 들린곳인데 정말 기분좋은식사였어요,5,1
갈치가 아주 부드러워요,5,1
벌써..17년째단골입니다. 시간참빠르네요.  언제가도 한결같은 맛집이에요~,5,1
"커피가 맛있다고 해서 가봤는데 분위기가 넘 이쁘고 좋았아요 커피맛은 다른 카페랑 특별히 차이는 모르겠지만 외관도 너무 이뻐요 좁은게 단점,,,,",4.5,1
"사장님과 직원분들이 아주 친절하시고 주문했던 플래터와 파스타 모두 넘나 맛있었어용!!!
분위기도 너무 좋아서 즐거운 식사였습니당~~ 감사합니다 ;)",5,1
말차는 꾸덕이다 못해 물렁ㅜ 아쉬워요,3,0
"여자 사장님 참 불친절하네요  본인들이 주문 실수하시고 잘못나온 메뉴에 대해 바꿔주시는 과정에서 손님들 보란듯이 한숨을 쉬시네요 ?  그 순간 입맛 다 떨어져서 주문 취소하려다 그 금
액은 지불하고 나오자는 생각에 억지로 먹고나왔네요 식당 다니면서 기분이 너무 나빠서 리뷰를 쓰려고 영수증 챙기긴 처음이네요. **순대는 특별한 맛집이기보단 시장 내에서는 먹을만 합
니다. 순대국은 냄새나고 별로 이동시간이 부족하고 오징어 순대맛이 궁금하다면 친절기대말고 가세요^^",0.5,0
"바나나푸딩이랑 밀크티 추천
밀크티 향이 진해 맛있어요
바나나푸딩은 너무 맛있어서 매장에서 먹고 추가로 테이크아웃 해갔어요!!",5,1
"가성비 짱, 생선 신선하고 친절해요!",5,1
"월정리 바다가 보이는 브런치 맛집
날씨 좋을 때 가세요",5,1
어떤 맛일지 호기심에 시도해본 메뉴인데 특별함은 없었어요,3.5,0
"언제나 실망시키지않는 우진해장국
다만 웨이팅이 ㅠㅠㅠ 힘들어요
한시간 기다렸어요 ㅠㅠ",4.5,1
"금호동 맛집 프렟레스토랑 오부이용
너무맛있어요~~재방문의사 200000000%",5,1
운중동 맛집입니다~~^^,5,1
텐동맛집! 가성비 훌륭함!! 기름은 조금 쓴맛이 났고 아무래도 느끼한건 어쩔 수 없으나 추천!,4.5,1
"송도 맛집 명성처럼 메뉴가 다 맛있어요~^^
양꼬치 수블라키아도 맛있지만  로제 파스타 찐찐입니다♡",5,1
언제방문해도 너무 좋은 알디프~키라임 크림이 정말 너무 매력적이었어요. 가을시즌 크림도 저의 원픽이었는데 겨울시즌도 크림이 원픽이 되버렸네요. 코시국에 대비해서 시향 할 수 있는 개별 병을 준비해주신 것도 좋았어요~,5,1
깨끗하고 좋은데 육수가 좀 짜요ㅜㅜ 다른 음식들은 대체로 정갈합니다,3.5,0
맛있게 잘먹고 가용 사장님 서비스까지 최고십니다 ㅎㅎ,5,1
"물회먹고 국수까지  넣어서 말아먹으니 이거이거안먹으면 안됨 꼭드셔보세요.
다음에 오면 꼭올꺼임",5,1
가게가 넓어요. 커플끼리 오기좋아오~,5,1
커피맛 좋아요,4.5,1
별로,0.5,0
"뷰가 정말 최고예요! 
종류는 많지 않지만 맛있고 가성비 좋아요~~!
친절한 직원들 덕분에 기분좋은 식사였습니다.",5,1
"음식도 괜찮고 서비스도 만족스러웠음 코스이용시 먹는 속도 체크해서 바로바로 치워주시고 다음 음식 준비해주셨음
뷰야 말할 것 없이 좋았음",5,1
너무 맛있게 잘먹었습니다. 분위기도 너무 좋네요!!,5,1
가격 부담없어 좋고 가성비 좋고 깔끔해서 좋아요 #함덕맛집 #함덕아침식사 #함덕 해수욕장 맛집 #함덕 생선구이,5,1
냉우동 신세계!! 노른자 터뜨려서 먹으니까 정말 맛있어요 ❤️ 가게 내부도 너무 깨끗해요 2시반도 안되서 재료소진으로 마감 되었어요 오후 방문 시 문의하고 방문 하시는게 좋을 것 같습니다~,4.5,1
"너무너무 좋았어요 치킨샐러드도 아보카드샌드위치두요 
뷰를 생각하면 가격은 머 괜찮아요",5,1
이모님이 정말 친절하세요~,4,1
칼칼하고 매콤한게 국물이 최고.. 해장 제대로 하고 갑니다~ 양도 꽤 많은데 완국했어요 고사리해장국도 맛있을거 같아서 담에 또 먹으러 올게요!₩,5,1
"한 메뉴에 다양한 고기를 맛 볼수 있어서 좋았고
특히 레드락 생맥주가 너무 맛있었습니다~",5,1
한번쯤 먹어볼 맛 양은 많지 않아요 프랑스 사람은 건강하게 살겠다는 느낌의 음식,4,1
뷰 정말 좋아요,5,1
오랜만에 친구들과 맛있게 먹었어요!,5,1
뷰가 좋아요,5,1
괜찮은편,4,1
쑥마들렌 궁금해서 가봤는데 괜찮았어요ㅋ 근데 앉을 자리가 별로 없어서 못있고 나와서 아쉽네요,3,0
맛있어요 항상 줄서서 먹은 맛집,5,1
좋아요,5,1
코스요리를 시켰는데 음식이 제 타이밍에 맞게 딱딱 맞게 나와서 좋았습니다. 맛도 적당히 있었고 특히 짬뽕은 정말 맛있었습니다. 다만 서빙하시는 분이 적고 알림벨도 없어서 추가 주문할때 어려움이 있었습니다. 전반적으로 만족한 식사였습니다. 많이 파세요!!,4,1
정말 뷰도 좋고 음식의 질도 매우 만족했어요.그런데 약간 아쉬운게 하나 있는데 버섯 스프가 약간 버섯향이 강해서 약간의 호불호가 있을듯 해요!! 정말 추천합니다!,5,1
회도 엄청 싱싱하고 사장님 직원분들 완전 친절하세요 !!! 번창하세요 ^^,5,1
맛이 별로였어요. 찌개안에 든 소고기에서 잡내도 조금느껴지고 등심+ 갈비살인데 갈비살은 하나도 안들었어요. 어수선한 분위기라 편안히 앉아서 먹으려는 분들은 비추입니다.  직원분들도 화내는 말투..,1,0
��😄,4.5,1
맛있어요 사람들이 너무 많아서 정신없었지만 ㅎㅎ,5,1
"솔직히 2인 오만원 코스 먹을거 없고 그냥 경험입니다
사진이 완전 가까이서 찍은거더군요.... 양이 개작고 별루염",1.5,0
굿,4,1
맛잇어요,5,1
탕수육 맛있어요!,4.5,1
"맛있어요.  
잘먹었습니다
추천하고. 싶은 존맛탱",5,1
맛있게 잘 먹었어요~!,4,1
맛있어요 또올게요 ㅎㅎ,5,1
"밤에 오니 분위기가 좋아요
따뜻한 아메리카노, 바닐라라떼입니다",4,1
"맛있고,깨끗하고, 면.숙주도 원하면 더주시고 
너무 괜찮은 곳이에요 ",5,1
"여기 가성비 갑. 최고의 맛집
단 쌀국수가 좀 짬... 돈까스 퀄리티는 훌륭함.",5,1
"사람이 별로 없어서 조용히 식사 할수 있어 좋았구
직원분들이 친절히 응대해주시고 음식설명도 자세히 해주셔서 맛있게 먹고 너무 좋은시간이였어요~~
",5,1
맛있어요! 대기가 엄청 길어서 오픈 전에 가서 기다려야할듯ㅎㅎㅎ,4,1
굿,5,1
다 맛있어요~ 근데 민트초코는 밍밍해요,5,1
마파두부밥은 그냥 그러네요,4,1
맛있어요,4.5,1
뷰는 좋은데 너무 복잡스러워요,4,1
"고등어,딱새우,갈치회 반반반 엄청 맛있었습니다!",5,1
역시 닭발은 추억닭발,5,1
제주도 첫날은 나운터횟집에서 고등어회&갈치회 먹방! 냄새없고 단백하고 정말맛있습니다! 담에 또 올께요~~!,5,1
넘 맛있어요,5,1
윙오리지널은 진리죠,4,1
어설프게 갈치조림따위 먹는다고 맛집 찾아다닐 필요가 없는 제주도 최고의 맛집!,5,1
뷰맛집,4,1
멋진 뷰와 함께한 식사도 좋았지만 직원분들이 친절하시고 배려심 깊었습니다. 다음에 또 방문하려고 합니다 ,5,1
"흠잡을 음식 없는 완벽한 저녁 :) 
뇨끼, 피자, 파스타 모두 완벽 !",4.5,1
부족한게 없습니다 맛있습니다 양고기 잡내가 안나서 좋네요,5,1
쌀떡볶이 식감이 정말 좋고 튀김 (저는 특히 삶은 달걀 튀긴거)도 정말 맛있어요!!! 근데 소스가 너무 달아요....!! 덜 달면 완벽할 것 같아요,4,1
맛있으나 양이작음,5,1
친구네 커플이 와서 미리 예약하고 방문했는데 직원분들도 정말 친절하셨고 고기가 정말 맛있네요!^^,5,1
맛잇고 깔끔해요 ㅋㅋ,5,1
맛있어요,4,1
맛있어요 웨이팅있어요,5,1
물회 맛나요,5,1
굳,5,1
"여자친구랑 제주도 여행와서 횟집이 처음 왔는데, 진짜 만족하고 가요~ 고등어회 진짜 맛있습니다 강력추천!",4.5,1
존맛탱!!,5,1
굿,4,1
"인테리어다 이쁘고 여유로운 카페에요
산방산뷰와 오션뷰를 동시에 즐길수있어요",5,1
얼그레이무스케이크 짱맛...!,5,1
존맛탱,5,1
음식 양 많고 2-3인 생선구이세트랑 물회 시켰는데 미역국하고 밥 4인분 주시는 센스 굳입니다^^,5,1
친절하시고 매장도 넓어서 좋아요!!,5,1
"#홍대 너무 맛있었어요~~
치킨 기대안했는ㄷㅔ 치킨맛집이네여 ㅎㅎ",5,1
"실내가 깔끔하고 멋있어요-
커피도 향긋하고 맛있었습니다^^
사람이 많고 좌석이 조금 애매했던게 아쉬워요~",4.5,1
직원들 친절하시구 너무 좋았고 너무이뻤습니다 최고예요~~!!,5,1
맛있어욬,3,0
"저는 정말 가성비가 최고라고 생각하는 사람인데, 
여긴 정말 가성비가 정말좋아요. 술이 술술 넘어가는 분위기입니다",5,1
조아요,5,1
"주변사람들에게 추천 많이 받은 곳이라 잔뜩 기대하고
며칠전 전화로 케이크 예약을 했는데 당일에 픽업가니 전혀 예약이 돼있질 않아서 기분이 좋진 않았어요. 
다행히 재고있어서 샀는데 맛있긴 맛있네요.",3.5,0
맛있어요,5,1
긋,4,1
뷰카페. 산방산과 바다가 한눈에 보인다. 넓다. 음료나오는데 20분 걸림 주의. 대신 뷰는 좋음. 하지만 테이블관리 잘 안됨...,3,0
넘 맛있게 잘 먹고 갑니다~ 최고,5,1
좋아요,5,1
사람 많지만 회전 빨라용,5,1
보통,4,1
맛있어용👍👍👍👍👍,4.5,1
전복죽맛집 최고최고입니다 제주도에서 먹은거보다 더맛있어요 장산주민인증한 맛집!!,5,1
굿,5,1
적당한 가격에 맛있는음식으로 좋은 곳이었어요 :),5,1
"맛은 그냥저냥
그러나 인테리어와 풍경 맛집이죠~~~^^
친절한 직원들까지~~~^^",5,1
감자맛 젤라또 미쳤네요 미쳤어,5,1
맛있게 잘먹었습니다,5,1
새로 리뉴얼하신거 같은데 맛있었어요,4,1
"#송도라라지오스트라 #송도파스타
주차장은 건물 지하에 있고 올라와서 좀 해맸지만 봄~겨울 건물 중 여름 건물에 가운데 화장실 윗층으로 2층에 위치해있습니다. 주말 저녁시간인데도 한가해서 편했고 직원분들이 빠르게 서비스제공을 해주시는 편이였지만 계속 먼저 요구하게 되는?편이었어요. 맛은 그냥 무난합니다.",4,1
선드라이 하나때문에 함덕을 오게만드는곳.,5,1
맛있어요,4,1
커피양에 비해 비쌈 뷰값임,3,0
사장님이 번호 불러주시는데 손님들 멍때리고 있으면 직접 갖다주실만큼 친절해요!! 근데 레몬에이드는 독살당하는 느낌이에요 독한 맛이 너무 강해요.. 드실분은 초코랑 같이 시켜드세요 중화가 필요한 맛입니다,3,0
고사리해장국은 처음이었는데 새롭고 맛있었어요 ! 점심시간쯤 갔더니 1시간40분정도 대기했습니다..,5,1
.,4,1
"다른 리뷰에서처럼 그런 극적인 대단함은 잘 모르겠고, 그냥 보통 해물 밥집",4,1
많이 달지도 않고 직접 만드신다고 하시니 믿고 먹을 수 있을거같아요~~ 맛 보장 합니당 믿고 방문하세요!!! 선물하면 정말 남녀노소 좋아할 맛이예요!,5,1
맛있어요,5,1
고기 잡내 하나도 안나고 너무 맛있네요 다음에또올게요,5,1
역시 제주도 고기국수는 자매국수가 존맛임 이사해서 엄청 청결해요,5,1
"88생선구이  속초에 오면 꼭 들리는 생선구이집 ㅎㅎ  신선한 생선구이를 그 자리에서 구워주시고 맛있게 배분해주신다. 이미 많이 알려져서 기다리는 사람도 많지만 장소거 커서 회전율이 
높다.  속초에 오면 ㅎㅎ 꼭 들리세여 맛납니다. ",5,1
성게 미역국이 맛나요~,4.5,1
가족끼리 경주여행와서 기분좋게 먹고갑니다:),5,1
밥3공기순삭,5,1
ㅍ          ,5,1
소울푸드를 찾은 느낌!!  마치 건강한 보양식을 먹는 것처럼 몸도 뜨끈해지고 감기 몸살이 있었다면 다 나을 것 같은 느낌이 들 정도로 맛있었어요!!  서울가면 생각날 것 같아 도착하자 마자 전화택재주문 하려고요!!!,5,1
"찐찐찐맛집이예요 웨이팅은 있었지만 넘 만족
양이 넘 많아 남겼어요",5,1
굿,5,1
부모님 모시고 첨이라서 걱정이 됐는데 좋으시다고 하네요..,5,1
마농바게트 너무 맛있어요.,5,1
얼그레이 넘맛~~,4.5,1
 ,3.5,0
좋아요,4,1
여기 완전 조용하고 뷰도 좋고 음식도 좋고 다음에도 또 올의사 있어요 책도다양해서 볼만해요!!!굿,5,1
여기는 진짜 맛 치킨집이네요 ㅋㅋㅋ 정말 맛있게 잘먹었습니다!! 홀에서 야구보면서 치킨에 맥주 먹으니 진짜 기가 막혔습니다 쵝오에요!,5,1
맛있어요,5,1
얼큰하게 맛있네요. 잘 먹고 갑니다~,5,1
"부모님과 같이왔어요 코스요리에 눈이 번쩍하시고 엄청 맛있게 잘드셨어요 어른들 대접하기에 좋은 코스요리에요 회도 싱싱하고 반찬가지수도 많아서 너무 만족입니다
어른들 모시고오기 잘했어요 직원분들도 다 친절해요^^",5,1
방문한날 첫 식사로 파란코 라멘과 츠케멘을 먹었습니다. 후식으로 유자 치즈를 줍니다. 기름진 입안을 유자 치즈가 깔끔하게 해줍니다. 츠케멘보다 파란코라멘이 입맛에 맞았습니다. 재방문 한다면 파란코라멘을 주문하겠습니다.,2.5,0
"기대를 많이 하고 먹었어요  하지만 기대만큼의 맛은 쏘쏘했습니다.  생각보다 게는 그렇게 통통하진 않았네요  가리비는 치즈맛이 좀 강해서 잘 못느꼈고  새우는 껍질째 먹어도 맛있었어요  마늘밥이 맛있어요  한치튀김이라는
것도 적당히 맛있었어요 그래도 직원분들 전부 친절합니다. 주차도 꽤 편합니다 주말임에도 불구하고 널널했어요 ",4,1
"2츠 노키즈존..
커피맛은 쏘쏘",3,0
조아요,4,1
"1호집 삼대천왕 나오고 제일 맛있어여
할아버지때 부터 오랜 단골집!
사장님 보려고 맨날감ㅠ",5,1
모둠사시미 소자를 시켰는데 늦게 들어온 테이블 주문부터 나가고 스시는 나오지도 않고 나온스시는 실망...가운데는 생강으로  장식해두고  회로 위장ㅎ총22점 나왔는데 2점은 완전 자투리부분이고 새우도 두개는 3센티도 채안되는 아주작은 거였네요..결국 둘이가서 저 스시보고 실망해서 더 안시키고 한시간도 안돼서 나왔네요.,0.5,0
"속초 와서 물회 안먹고 갈순 없죠
가격대비 구성좋고 맛도 좋고 담에도 또 찾고 싶은곳이에요",5,1
사람많구 뷰가 좋네요,4.5,1
저녁에 가니까 피자나 그런게 안되네요,2.5,0
메인 음식이 나오기 전에 나오는 밑반찬들도 기본적으로 퀄리티가 좋았어요. 메뉴 주문을 받아주시는 직원 분들도 너무 친절해서 덕분에 기분 좋게 밥 먹고 가요. 여기 랍스터가 진짜 맛있어서 오시게 되면 꼭 드셔 보세요. 양도 많고 맛도 있어서 전혀 비싸다는 생각이 안 들었어요.,5,1
쿠폰 주문시 4개 사니 하나 더 주셨어요 도넛 다 맛있네요 특히 빵부분이 맛있었어요,5,1
"언제나 맛이 일정합니다. 짠맛 없는 재료 본연의 맛이 느껴지는 정말 맛있는 김밥이에요.
집근처에 이런 김밥집이 있다는게 행운이라고 생각할 정도의 추천맛집입니다",5,1
맛나요,4,1
반찬 깔끔해요. 음식에 대한 주인분의 자부심이 느껴지는 곳이였어요 :),4,1
"겨울에도 갈거예요!! 정말정말 즐거운시간이였습니다! 얘기도 잘들어주고 재밌게 이야기도 해주시고 뭣보다 차가 정말ㅜㅜ 크림밀크티 진짜 제인생차된것같은데 따로안팔까요 ㅜ 생크림
정말ㅜㅜ 같이간 남자친구는 세번째 아스트랄롤롤티가 취저였다고하더라구요ㅜㅜ 또갈게요!!",5,1
맥주 종류도 많고 안주도 부담없이 시킬 수 있어서 좋아요. 야구 개막하면 맥주 보면서 마시고 싶네요~,5,1
좋아요,5,1
커플세트로 먹고왔어요 ㅋㅋ 푸짐하게 잘나오네여 새우도 시켜 드셔보세요,5,1
뷰도좋구 직원들도 친절하시고 맛고좋고 최고였습니다.,5,1
처음 먹어보는 육게장 스타일 또 먹으러 갈꺼예요!!,5,1
"최고에요
맛좋고 양 많고",5,1
고사리육개장 존맛. 포장해서 숙소에서 드세요,5,1
진짜 맛있긴했는데 서비스가좀...ㅠㅠ 그렇게 바쁜것도 아닌데 벨 눌러도 안오시고 일하시는분들이 너무 무뚝뚝하셔서 놀랬네요 그래도 맛있게 먹고왔습니다,3,0
"팟씨유는 괜춘,  똠얌꿍은 아직",4,1
"배달대행분이 아이씨라구했다는데  저는 사과도 못받았습니다. 전체적으로 다 불친절하다는 말인데 이해를 못하신거같네요
제가 여기에 첨으로 리뷰를 작성했지만 실제 방문횟수는 9번입니다. 돈 벌려고 교촌하시겠지만 손님한테 짜증내고 화낼거면 그만하세요. 제가 방문한 시간 카메라 보시고 왜 제가 불친절하다는지 생각해보세요",0.5,0
"고기국수 먹고반해서 마지막날 몸국 먹엇어요
역시 국물 최고입니닷",5,1
양도 낭낭한게 엄청 많고 양념이 냠냠짭쪼름하게 잘 배어있어요 맛있게 잘 먹었습니다!,5,1
최고의분위기와 뷰 -!! 역시 기대이상입니다,5,1
2번째...생각나요,5,1
치즈감자전 미친듯 ㅠㅠ 또먹고싶어여,5,1
"사장님 친절하세요!!
포장했는데 찾으러 갈때까지 보온저장고(?)에 따뜻하게 넣어놓으셨더라고요~ 음식도 맛있어요!!",5,1
굿,4.5,1
엄청 맛있어요!! 직원들도 친절하시고! 😄😄😄재방문 짱!!!,5,1
직원분 친절하구요 음식 빨리나오고 맛도 현지 못지않게 맛나네요,5,1
대파 꿔바로우 아주 맛있고 볶음밥도 기대이상입니다. 그리고 일하시는 분들 응대 너무 친절하십니다,5,1
"음식맛은 당연 쵝오~~ 맛있어요~짱~
근데 써빙 아주머니 말투가 너무 사나워서..",4,1
푸짐하고 맛있었어요~~:),5,1
맛 없는게 없네요 다 입맛에 맞아서 거의 싹싹 비우고 왔어요ㅋㅋㅋ기본반찬 퀄리티도 최고였습이다,5,1
"왜 추천이 많은지 절대 이해 안됨 감자튀김, 패티, 소스 등 재료가 인스턴트 식품 만도 못함 밀크쉐이크는 테러 수준, 그냥 얼음 갈아서 우유랑 시럽 넣은 맛 알바 서비스도 최악",0.5,0
뷰가 좋아요,4,1
맛있어요,5,1
포장하셔서 숙소에서 드시는거 추천드려요 기다리지않고 바로 드실수있습니다! 강릉 도착하자마자 구매해서 숙소에서 먹고 여행시작했는데 입맞에 맞아서 여행 처음 시작을 기분좋게 할 수 있었네요~ 사장님 친절하세요^^,5,1
문어가 엄청 큰 줄 알았는데 그릇이 작은편이네요 특별한 맛은 모르겠고 친절함도 잘 모르겠고(특히 오른팔 문신한 여직원 너무 퉁명해요) 인스타용 밥집 그 이상도 이하도 아님,2.5,0
굿굿굿,5,1
맛있고 분위기도 좋았어요~,5,1
수플레리조또도 맛나고 스파게티도 맛있어요.,5,1
분위기가 정말 좋아요. 친구끼리도 연인끼리도 기분내러 가기 추천. 맛도 괜찮.,4,1
옛날에 맛집이었는데 지금은 예전보다 좀 아쉬웠어용.. 근데 음식 사진이 잘 나오는듯!,3,0
정말 맛있어요,5,1
"양도 정말 많고 맛있어요
특히 볶음밥은 최고~!!!",5,1
평범해요,3,0
맛있게 먹었어요 :),5,1
너무 친절하시구 고기맛이 넘 좋아여!,5,1
진짜 맛있어요 저번에 먹고 이번에 또옴 스콘맛집,5,1
금액 많이 올랐네요.. 예전에 왔을때는 양도 많았는뎁,3,0
쑥 넘나맛잇음,5,1
지하라서 조금 춥긴하지만 맛있게 잘먹고 갑니다~,4,1
"지인추천으로 방문한 곳입니다~ 소스도 맛있고 반찬들도 다양하고 맛있어요! 곱창도 느끼하지않고 맛있었습니다! 
앞으로 단골될 것 같아요ㅎㅎㅎ 별 다섯개 남깁니다!!",5,1
짱짱 맛있어요,5,1
여기맛있네요 방송나올만ㅋ,5,1
뷰 좋아요,4,1
"직원분들 모두 친절하셨구요.
맛있는 저녁이었습니다.",5,1
친구랑 아가랑 깔끔하고 맛있는 식사하고왔어요,5,1
좋아요 !,5,1
"좋아요 광안대교뷰 창가자리부탁드렸는데 없다해서 아쉬웠는데 가보니까 광안대교뷰에 자리도 너무좋은곳 주셔서 행복한 결혼기념일 식사였습니다.
",5,1
콩국 완전 맛있어요! 콩국수도 진해서 맛있게 먹었어요!,5,1
굿,5,1
친절하시고 생선구이도 맛나게 잘 먹었습니당👍,5,1
음식 맛있어요,5,1
너무비쌈,3,0
분위기이뻐요,4.5,1
